data small1.csv,algoritma genetik
no percobaan,solusi awal,solusi ahir,rute terbaik,waktu
1,446,446.0,2 -> 4 -> 5 -> 3 -> 1 -> 2 ,110
2,446,446.0,4 -> 2 -> 1 -> 3 -> 5 -> 4 ,93
3,446,446.0,1 -> 3 -> 5 -> 4 -> 2 -> 1 ,83
4,446,446.0,5 -> 4 -> 2 -> 1 -> 3 -> 5 ,85
5,446,446.0,1 -> 2 -> 4 -> 5 -> 3 -> 1 ,93
Rata-rata :,446.0,Solusi Terbaik :,446.0,Solusi Terburuk :,446.0
